Wall time,Step,Value
1700010156.891645,0,0.6139086484909058
1700010172.945637,3,0.09101103991270065
1700010178.328697,4,0.09045600891113281
1700010210.760618,10,0.08813444525003433
1700010216.095812,11,0.08780732750892639
1700010232.227485,14,0.08707723766565323
1700010237.563241,15,0.08671975880861282
1700010253.642895,18,0.08587843924760818
1700010258.965184,19,0.08537432551383972
1700010264.323555,20,0.08480425924062729
1700010275.015215,22,0.08441934734582901
1700010280.388698,23,0.08470974862575531
1700010296.461766,26,0.08265428990125656
1700010301.795788,27,0.08206299692392349
1700010333.920789,33,0.08097245544195175
1700010349.957409,36,0.0800192579627037
1700010355.296862,37,0.0806269496679306
1700010360.686197,38,0.07973400503396988
1700010366.005767,39,0.07902687788009644
1700010371.341749,40,0.079188272356987
1700010408.820775,47,0.0776173397898674
1700010414.202191,48,0.0773269534111023
1700010419.526124,49,0.07723841816186905
1700010430.199662,51,0.077615886926651
1700010435.537482,52,0.07721341401338577
1700010446.19336,54,0.07701938599348068
1700010462.261688,57,0.07677021622657776
1700010478.352549,60,0.07620276510715485
1700010483.684782,61,0.07618416100740433
1700010489.027733,62,0.07656043022871017
1700010494.358348,63,0.07602609694004059
1700010505.015049,65,0.07595108449459076
1700010510.391681,66,0.07599537074565887
1700010515.721335,67,0.0755934864282608
1700010521.04874,68,0.07479983568191528
1700010531.721086,70,0.07572682201862335
1700010537.047036,71,0.07469389587640762
1700010569.165506,77,0.0750957652926445
1700010579.82197,79,0.07509489357471466
1700010585.148469,80,0.07495712488889694
1700010595.809846,82,0.07401123642921448
1700010601.124817,83,0.07460344582796097
1700010611.830158,85,0.074558787047863
1700010633.190272,89,0.07347174733877182
1700010638.530864,90,0.07356801629066467
1700010665.182689,95,0.07396530359983444
1700010686.466796,99,0.07338947057723999
1700010691.814932,100,0.07398989051580429
1700010707.83266,103,0.07347177714109421
1700010723.829925,106,0.07333434373140335
1700010729.186259,107,0.07361810654401779
1700010739.900419,109,0.07436612248420715
1700010766.610076,114,0.0736590102314949
1700010777.299472,116,0.07336249947547913
1700010804.000881,121,0.07415132224559784
1700010825.417225,125,0.07294018566608429
1700010830.745716,126,0.07195687294006348
1700010841.402093,128,0.07327920198440552
1700010852.09173,130,0.07256856560707092
1700010857.437098,131,0.07282691448926926
1700010862.764916,132,0.07286624610424042
1700010884.154114,136,0.072151780128479
1700010889.485443,137,0.07276643812656403
1700010921.502531,143,0.0733126625418663
1700010926.830211,144,0.0715971291065216
1700010937.502309,146,0.07223263382911682
1700010942.826732,147,0.07214464247226715
