id,mean_cc_gain,mean_cross_gain,zone,model
114,1.6462689592866717,2.975082162594366,ablation,05_combined200
46,1.7222767449035312,4.04925639406649,ablation,05_combined200
19,1.491006012022575,6.117064462843325,ablation,05_combined200
37,1.5754226389996493,3.408393281293288,ablation,05_combined200
65,1.5655274584225984,4.039488834291191,ablation,05_combined200
62,1.8501530682697844,3.278260303920356,ablation,05_combined200
97,1.4739456945676284,2.9589021668505846,ablation,05_combined200
0,1.6201934099703386,5.518338136057023,ablation,05_combined200
79,1.7894951846439806,4.421302398153966,ablation,05_combined200
12,1.689632640762411,6.558356797044895,ablation,05_combined200
99,1.4435003311026569,6.39832627065885,ablation,05_combined200
21,1.6681012534281021,6.861118833228732,ablation,05_combined200
112,2.053535941040873,4.561493514038088,ablation,05_combined200
67,1.9591471564302467,5.717085306486591,ablation,05_combined200
113,1.5723077948936481,5.689557528683806,ablation,05_combined200
55,1.8326690383115427,4.757216283721755,ablation,05_combined200
49,1.8118306058791904,4.168614743578215,ablation,05_combined200
77,1.5906748545903304,5.877785353146143,ablation,05_combined200
101,1.771302275638997,6.674085294068274,ablation,05_combined200
50,1.5297451767487478,3.538840188438867,ablation,05_combined200
27,1.8075201975887913,4.677117249576045,ablation,05_combined200
87,1.6093542065240485,4.195823070943867,ablation,05_combined200
98,1.5081117184336108,3.5146193805077974,ablation,05_combined200
28,1.679188326249332,4.591578542467097,ablation,05_combined200
29,1.4114276031525834,2.3805157025939896,ablation,05_combined200
71,1.9275441604541181,2.9029001284809692,ablation,05_combined200
69,3.8646307511395874,1.9605420221535568,ablation,05_combined200
116,1.522266302677715,4.119623971606142,ablation,05_combined200
24,1.4995577091723067,3.538808442844759,ablation,05_combined200
84,1.5874508151946476,2.4619454505431877,ablation,05_combined200
20,1.6451385332782131,3.1815669343759763,ablation,05_combined200
2,1.4012882470658297,4.074150119658529,ablation,05_combined200
6,1.627587526298364,4.72252165666352,ablation,05_combined200
30,1.6483079899851867,2.7113808374974457,ablation,05_combined200
47,1.622232719943233,5.706209100992707,ablation,05_combined200
38,1.6523877141769847,6.345037175467397,ablation,05_combined200
74,1.6878507755617087,3.9846373282617167,ablation,05_combined200
40,1.5914256976828454,4.994726908775833,ablation,05_combined200
31,1.7756002816574032,2.5249781739021633,ablation,05_combined200
36,1.7711554879678126,5.573767603917251,ablation,05_combined200
83,1.7845342514855094,3.7427278278256755,ablation,05_combined200
5,1.7576667391072203,2.5373205260943026,ablation,05_combined200
51,1.6324386927768557,5.266995347010273,ablation,05_combined200
34,1.4951088471650877,5.0891309151942306,ablation,05_combined200
68,1.5015605563427585,2.563458165358266,ablation,05_combined200
72,1.668683604436837,3.113731982654906,ablation,05_combined200
25,1.5923270268570902,3.997023603489811,ablation,05_combined200
85,1.9212273232028472,2.6396726182282992,ablation,05_combined200
7,1.8777956398533573,5.07721749361364,ablation,05_combined200
59,1.7152467210906708,6.080649435900299,ablation,05_combined200
8,1.7314112767417935,5.4697349274844935,ablation,05_combined200
4,1.6609713763698242,7.208209488677093,ablation,05_combined200
117,1.9077323143428486,3.420892879155535,ablation,05_combined200
88,1.5297536516670949,5.002964649676148,ablation,05_combined200
42,1.7218728419624578,4.5224773931594795,ablation,05_combined200
91,1.5414896639092412,3.708225556467291,ablation,05_combined200
33,1.5993131310436666,4.336830576806451,ablation,05_combined200
63,1.6680779710908837,2.679863309089539,ablation,05_combined200
118,1.5713758737024617,2.452884145432242,ablation,05_combined200
14,1.6915252625941162,3.759195225480969,ablation,05_combined200
41,1.6158153120260415,2.324497843357849,ablation,05_combined200
45,1.6084119738415281,7.617266537595377,ablation,05_combined200
92,1.7151086589471318,4.112592606584327,ablation,05_combined200
89,1.541902284483902,3.506210048371995,ablation,05_combined200
109,1.6163640659512672,3.3342322003586915,ablation,05_combined200
48,1.5827062991262528,2.4466549194448417,ablation,05_combined200
102,1.702762559104108,3.095457860794431,ablation,05_combined200
56,1.7021974887985984,3.861154349122512,ablation,05_combined200
81,1.857741318590115,2.633877514246271,ablation,05_combined200
11,1.6618914429642508,2.548087958570139,ablation,05_combined200
110,2.2203408307849544,4.017389524657057,ablation,05_combined200
103,1.622573989242546,3.158369291025281,ablation,05_combined200
115,1.5383909284138908,3.9842657485621062,ablation,05_combined200
60,1.857872514256148,4.822723308690517,ablation,05_combined200
26,1.5814774803061695,5.162869552933449,ablation,05_combined200
93,1.7009703623803645,3.8191421330395463,ablation,05_combined200
17,1.7264539983610157,4.357521960545342,ablation,05_combined200
119,1.580853735749691,2.680169248527896,ablation,05_combined200
35,1.8018554735983934,5.296659041131408,ablation,05_combined200
52,1.5754551525386522,2.7862294852273917,ablation,05_combined200
10,1.5836416706235248,1.6858639453417634,ablation,05_combined200
57,1.8822614544931107,2.89966054986792,ablation,05_combined200
18,1.6021666557661303,2.612670444758301,ablation,05_combined200
106,1.6499134566068983,4.5264161300099355,ablation,05_combined200
3,1.4133518501016045,3.4600106300911215,ablation,05_combined200
105,1.629180805721878,5.929193493439213,ablation,05_combined200
32,1.7545367055334236,6.7884587379298456,ablation,05_combined200
66,1.5840516521918595,3.0668945821049145,ablation,05_combined200
80,1.7917036561013504,3.6567097799868233,ablation,05_combined200
1,1.5170859231559268,4.163516786421459,ablation,05_combined200
82,1.8574574588281698,2.881296061117681,ablation,05_combined200
73,1.766671111259474,4.882285699963595,ablation,05_combined200
44,1.855106084386381,8.190162040228754,ablation,05_combined200
76,1.6558840163560042,1.7997652378162858,ablation,05_combined200
64,1.6783964482789606,5.949999165787552,ablation,05_combined200
15,1.627548881192085,3.925910728810227,ablation,05_combined200
104,1.7517256788677416,2.6147304116873435,ablation,05_combined200
13,1.490160496753191,3.3114152565815003,ablation,05_combined200
96,2.3223410576486314,3.875144766559537,ablation,05_combined200
70,1.7019542529378604,2.87079049697314,ablation,05_combined200
100,1.7541795149631074,4.808130071303246,ablation,05_combined200
107,1.6253528987114663,2.870015030180182,ablation,05_combined200
111,1.8892726711807815,2.043198870437859,ablation,05_combined200
75,3.750725046267617,2.435833204394435,ablation,05_combined200
9,1.834069644654687,4.648765637133445,ablation,05_combined200
43,1.6786888971458402,2.9258158078814778,ablation,05_combined200
16,1.5243594377733782,3.982421439966617,ablation,05_combined200
78,1.6998237677433132,2.7844151252127802,ablation,05_combined200
54,2.1899997624435854,6.097244236227028,ablation,05_combined200
39,1.7454673933027194,3.141204808123334,ablation,05_combined200
61,1.6278677280241545,3.2717715688459887,ablation,05_combined200
22,1.6162197808828267,7.708106434471576,ablation,05_combined200
108,1.6012773296551124,3.85702952859994,ablation,05_combined200
86,1.8116219214987666,5.372411238511538,ablation,05_combined200
94,1.9166717428634878,3.7327432468708484,ablation,05_combined200
90,1.44141651596635,2.7000188887672354,ablation,05_combined200
95,1.6264856086524102,2.3143332289768503,ablation,05_combined200
58,1.646889258515412,2.736572411091908,ablation,05_combined200
23,2.014913233514954,4.773268891206787,ablation,05_combined200
53,1.5377663356974978,5.011630120069157,ablation,05_combined200
65,1.6024882045028268,2.070287228132765,accumulation,05_combined200
116,2.1158722510476573,3.078409991839223,accumulation,05_combined200
118,2.417862956798955,4.350707958908156,accumulation,05_combined200
48,2.093404753842523,5.468102408783979,accumulation,05_combined200
111,2.7326488758344736,3.093013769335627,accumulation,05_combined200
93,1.5772920339262995,6.724504345829626,accumulation,05_combined200
75,2.639910687176979,4.8307628106139635,accumulation,05_combined200
39,1.952186962062557,5.011247535036471,accumulation,05_combined200
83,2.9775456957983257,4.038579023526448,accumulation,05_combined200
53,1.7242526046595852,2.204552354707394,accumulation,05_combined200
69,1.8053549973822118,3.4230890124695414,accumulation,05_combined200
22,1.8879883072471668,4.380920829977012,accumulation,05_combined200
86,1.900270414104368,3.1381579613185466,accumulation,05_combined200
67,1.5704500989515484,3.875781663163697,accumulation,05_combined200
1,1.5995594899866106,2.1988307775242224,accumulation,05_combined200
74,2.29474534353758,5.062590749327837,accumulation,05_combined200
85,1.635585404289575,2.2663269154825176,accumulation,05_combined200
59,2.3719173115708414,3.6128366169748323,accumulation,05_combined200
72,1.3022403755969527,2.7019067274120347,accumulation,05_combined200
78,2.066417014125508,3.5838756148471607,accumulation,05_combined200
45,1.830968421794021,3.932473350391524,accumulation,05_combined200
49,2.016255227389877,4.379899726535469,accumulation,05_combined200
42,1.9882564842119557,2.4261359194540457,accumulation,05_combined200
29,1.9571220253969475,3.6817076390534713,accumulation,05_combined200
13,3.559069695710427,4.252760906156443,accumulation,05_combined200
36,3.0816946538607306,3.5711238901143134,accumulation,05_combined200
21,2.18426312457882,4.398256822233313,accumulation,05_combined200
88,1.5092810383359918,2.5315015650556116,accumulation,05_combined200
76,1.3222058017364802,2.028181454434382,accumulation,05_combined200
79,1.9965510151953807,3.763274388052165,accumulation,05_combined200
117,1.6761716625978487,3.4450368190817677,accumulation,05_combined200
63,2.36621628151155,2.4777573783404385,accumulation,05_combined200
110,1.6667282770226426,3.264739709054871,accumulation,05_combined200
14,2.405322626606278,2.570176608230291,accumulation,05_combined200
46,1.819040914000793,5.806769087003093,accumulation,05_combined200
35,4.191239415566581,9.320579722147862,accumulation,05_combined200
31,1.8013273780849393,3.4533824929004147,accumulation,05_combined200
28,2.064641275668355,6.964417283408547,accumulation,05_combined200
60,1.5431480854232666,3.34905852849462,accumulation,05_combined200
119,2.0221908188285993,2.6879290748565423,accumulation,05_combined200
23,1.8248304214493447,6.367275357325165,accumulation,05_combined200
8,2.6743289796014222,2.8200078556124195,accumulation,05_combined200
77,2.1685098122284074,3.2894338506354885,accumulation,05_combined200
52,2.863438321643283,6.212279541283449,accumulation,05_combined200
6,2.7931485615021536,3.907076857098429,accumulation,05_combined200
11,4.298110493795251,5.121204226773227,accumulation,05_combined200
34,3.238468061118671,3.2703115105478466,accumulation,05_combined200
92,1.4090421006768545,2.3186909520565924,accumulation,05_combined200
115,1.5407472363070476,2.9005391384695085,accumulation,05_combined200
26,1.6131346173727863,2.4110193545871175,accumulation,05_combined200
