id,mean_cc_gain,mean_cross_gain,zone,model
1,1.6703057867444933,2.3114794752168124,accumulation,03_accumulation_horizontal
114,1.5591052423036786,1.9430577196303105,accumulation,03_accumulation_horizontal
49,1.631306167170011,1.7016019285479627,accumulation,03_accumulation_horizontal
164,1.3327887572263948,1.2265989855660977,accumulation,03_accumulation_horizontal
10,2.201900292075961,2.7688952905514848,accumulation,03_accumulation_horizontal
141,1.9043192371177866,1.5110288192796133,accumulation,03_accumulation_horizontal
174,1.4307272535449893,1.8106576783737551,accumulation,03_accumulation_horizontal
105,1.9838573978935645,2.2780523120585783,accumulation,03_accumulation_horizontal
23,1.7365533010518543,1.8915019840922458,accumulation,03_accumulation_horizontal
98,1.6348251671829512,1.7406301312276322,accumulation,03_accumulation_horizontal
71,1.8127319607218186,2.2140383424341596,accumulation,03_accumulation_horizontal
99,2.0564150185081025,2.0392658218614974,accumulation,03_accumulation_horizontal
104,1.8137178273208598,1.7809171325843276,accumulation,03_accumulation_horizontal
150,1.5069898904013157,1.799532410896031,accumulation,03_accumulation_horizontal
95,1.6300719737944749,1.7024182106009254,accumulation,03_accumulation_horizontal
138,1.6537166515143444,1.720210808848694,accumulation,03_accumulation_horizontal
80,1.458756197989432,1.7079876005851027,accumulation,03_accumulation_horizontal
176,1.5506886849334878,1.5397269772328872,accumulation,03_accumulation_horizontal
73,1.4485649377680176,1.5752608615224832,accumulation,03_accumulation_horizontal
75,1.4005488882660229,1.6451944965423941,accumulation,03_accumulation_horizontal
91,1.6229620969531737,1.9362555687749095,accumulation,03_accumulation_horizontal
24,1.5886597019413589,1.872416800198522,accumulation,03_accumulation_horizontal
26,2.232713088016607,1.9291781499287395,accumulation,03_accumulation_horizontal
46,2.3001351020192535,2.6931251554636964,accumulation,03_accumulation_horizontal
103,1.6610947497137154,1.8564410873707344,accumulation,03_accumulation_horizontal
169,1.4486572522860766,1.4091378096146236,accumulation,03_accumulation_horizontal
45,1.4019508669210459,1.6137671617633835,accumulation,03_accumulation_horizontal
96,2.562329314200563,2.987084332179764,accumulation,03_accumulation_horizontal
130,1.3562659724302564,1.6787037048874769,accumulation,03_accumulation_horizontal
56,1.43995493188677,1.884079492619773,accumulation,03_accumulation_horizontal
107,1.3124157207173985,1.5424142023663707,accumulation,03_accumulation_horizontal
146,1.6912939025910554,1.8772470644243644,accumulation,03_accumulation_horizontal
94,1.5500890617725358,1.436337301641956,accumulation,03_accumulation_horizontal
125,1.995077559732551,2.427947529069261,accumulation,03_accumulation_horizontal
145,1.4641376694946413,1.891809961078939,accumulation,03_accumulation_horizontal
119,1.4362593614360675,1.4394138243787165,accumulation,03_accumulation_horizontal
77,2.2150076602607505,2.5140604614103887,accumulation,03_accumulation_horizontal
64,1.7889592494254916,2.0536188834748734,accumulation,03_accumulation_horizontal
149,2.264262821141665,2.8188253567892416,accumulation,03_accumulation_horizontal
