Wall time,Step,Value
1699999509.241936,0,0.6336089968681335
1699999525.438426,3,0.08966361731290817
1699999530.825665,4,0.08868055045604706
1699999563.066378,10,0.0844053253531456
1699999568.453057,11,0.08375578373670578
1699999584.563514,14,0.08230794966220856
1699999589.945718,15,0.08212628215551376
1699999606.018009,18,0.07957698404788971
1699999611.335259,19,0.0791853740811348
1699999616.701299,20,0.07851086556911469
1699999627.415311,22,0.07702001929283142
1699999632.799853,23,0.07689446210861206
1699999648.853628,26,0.07650113105773926
1699999654.179728,27,0.0759100466966629
1699999686.299278,33,0.07472754269838333
1699999702.348189,36,0.07397512346506119
1699999707.667582,37,0.07462935149669647
1699999713.042738,38,0.07422435283660889
1699999718.367337,39,0.07411059737205505
1699999723.694878,40,0.07458869367837906
1699999761.012515,47,0.073731929063797
1699999766.39282,48,0.07319831103086472
1699999771.734101,49,0.07296784222126007
1699999782.395925,51,0.07247832417488098
1699999787.721496,52,0.07240946590900421
1699999798.384021,54,0.07237392663955688
1699999814.402385,57,0.07273317873477936
1699999830.410396,60,0.07181904464960098
1699999835.777457,61,0.07145970314741135
1699999841.1067,62,0.07174627482891083
1699999846.432006,63,0.07258763164281845
1699999857.093549,65,0.07167263329029083
1699999862.407688,66,0.07121650874614716
1699999867.716048,67,0.07157658040523529
1699999873.02643,68,0.07200642675161362
1699999883.671705,70,0.06983528286218643
1699999888.994576,71,0.07202363014221191
1699999920.99407,77,0.07109514623880386
1699999931.663238,79,0.07064118981361389
1699999937.035183,80,0.07084595412015915
1699999947.688593,82,0.0707198977470398
1699999953.025431,83,0.06974811851978302
1699999963.687497,85,0.0698927566409111
1699999985.071789,89,0.06995051354169846
1699999990.38591,90,0.06991314142942429
1700000017.049731,95,0.06940175592899323
1700000038.384318,99,0.06895891577005386
1700000043.704592,100,0.06949833035469055
1700000059.679153,103,0.06839735060930252
1700000075.643463,106,0.07014478743076324
1700000080.950137,107,0.06840325146913528
1700000091.598742,109,0.06956721842288971
1700000118.19786,114,0.0686519667506218
1700000128.86938,116,0.0691714957356453
1700000155.456196,121,0.06841932237148285
1700000176.747662,125,0.06855905055999756
1700000182.069766,126,0.0670052245259285
1700000192.699106,128,0.06795259565114975
1700000203.323512,130,0.06811172515153885
1700000208.64687,131,0.06754229217767715
1700000213.971604,132,0.06680149585008621
1700000235.242919,136,0.06806472688913345
1700000240.553702,137,0.06744029372930527
1700000272.470953,143,0.0677112489938736
1700000277.796857,144,0.06701197475194931
1700000288.429748,146,0.06717690825462341
1700000293.755455,147,0.0675411969423294
1700000309.723261,150,0.06760759651660919
1700000347.01432,157,0.06721364706754684
1700000357.655527,159,0.06657332181930542
1700000362.977224,160,0.06661663204431534
1700000373.661724,162,0.06684577465057373
1700000384.326655,164,0.06739387661218643
1700000395.083768,166,0.06628748029470444
1700000416.404631,170,0.0670839473605156
1700000421.751733,171,0.06671705096960068
1700000427.084892,172,0.06592677533626556
1700000443.093942,175,0.06678352504968643
1700000448.407857,176,0.06736350804567337
1700000453.719924,177,0.06674646586179733
1700000459.046713,178,0.06729073077440262
1700000469.697446,180,0.06710922718048096
1700000475.001036,181,0.06623376160860062
1700000491.022645,184,0.06601281464099884
1700000496.35196,185,0.06775206327438354
1700000501.720087,186,0.06709759682416916
1700000517.688299,189,0.06660330295562744
1700000523.005942,190,0.06607292592525482
1700000528.321413,191,0.0669175386428833
1700000533.644538,192,0.06715161353349686
1700000549.625982,195,0.06564204394817352
1700000570.937044,199,0.06581708788871765
1700000576.254412,200,0.06501362472772598
1700000586.904828,202,0.06578675657510757
1700000592.221805,203,0.06654366850852966
1700000597.541792,204,0.06577372550964355
1700000602.868625,205,0.06556254625320435
1700000613.511968,207,0.06537113338708878
1700000624.150576,209,0.06666658073663712
1700000634.785672,211,0.0668550655245781
1700000645.423106,213,0.06646938621997833
1700000656.061455,215,0.06590057164430618
1700000661.377243,216,0.06609901040792465
1700000672.047155,218,0.06703843921422958
1700000677.365064,219,0.06593059003353119
1700000682.721716,220,0.06650615483522415
1700000688.032696,221,0.06536649912595749
1700000693.362839,222,0.0663946345448494
1700000704.037911,224,0.06641384959220886
1700000709.364502,225,0.06604830175638199
1700000730.641345,229,0.06635984778404236
1700000762.601112,235,0.06631776690483093
1700000773.279477,237,0.0659298300743103
1700000778.602336,238,0.06546895951032639
1700000783.917659,239,0.06540906429290771
1700000794.553188,241,0.06524401903152466
1700000799.91419,242,0.0652090460062027
1700000810.590564,244,0.06594254821538925
1700000815.914607,245,0.0662543997168541
1700000821.222655,246,0.06586667150259018
1700000826.53082,247,0.06507393717765808
1700000853.122495,252,0.06572213023900986
1700000858.453555,253,0.06457981467247009
1700000863.788819,254,0.06536401808261871
1700000879.792769,257,0.06549948453903198
1700000885.112914,258,0.06521060317754745
